Order_ID,Order_Date,Platform,Customer_ID,Product,Price,Quantity,Discount,Revenue,Country
c2a351a0,2024-03-29,Amazon,0d6ded,Camera,891.59,3,0.2,2139.82,France
a98eaefe,2024-05-03,Amazon,983443,Monitor,1539.03,2,0.22,2400.89,Guernsey
75d8e7ef,2024-10-06,eBay,ac2c9d,Smartphone,1985.57,3,0.28,4288.83,Gambia
6c2b3038,2024-03-01,Amazon,f00fe2,Smartphone,1335.12,4,0.29,3791.74,Cote d'Ivoire
c2cc2c64,2024-12-14,eBay,3de6f6,Headphones,148.39,3,0.29,316.07,Mongolia
4533dd19,2024-06-16,Shopify,212596,Headphones,253.9,1,0.19,205.66,Guatemala
cb048c39,2024-03-28,eBay,802f1e,Headphones,1767.96,1,0.12,1555.8,Cocos (Keeling) Islands
b52984ca,2024-03-30,Shopify,ecad2b,Camera,1078.62,1,0.04,1035.48,Sierra Leone
f102d5e0,2024-12-03,Amazon,06feea,Camera,1658.43,2,0.12,2918.84,Guinea
23342279,2025-01-07,eBay,5fc205,Camera,1720.39,1,0.28,1238.68,Botswana
dfca50a7,2024-08-04,Amazon,cccc8f,Camera,1858.97,3,0.27,4071.14,Angola
c535e2d8,2024-06-23,Shopify,ac0f99,Camera,1902.17,4,0.16,6391.29,Paraguay
932ff4d5,2024-06-19,Shopify,8516a8,Camera,1131.91,1,0.16,950.8,British Indian Ocean Territory (Chagos Archipelago)
7a64b197,2024-04-04,Shopify,906d53,Monitor,714.99,2,0.09,1301.28,Gabon
351550d5,2025-01-29,Amazon,31b147,Camera,1925.64,4,0.14,6624.2,Cote d'Ivoire
96f05b53,2024-08-14,Amazon,567589,Smartwatch,1117.44,1,0.21,882.78,Niue
17f0ff72,2024-02-05,Amazon,7b4555,Smartwatch,175.29,1,0.12,154.26,Namibia
579345ea,2024-08-14,Amazon,95a448,Tablet,1303.41,4,0.06,4900.82,Botswana
858c6a51,2024-12-06,Shopify,c2ee46,Monitor,1195.99,1,0.16,1004.63,Tuvalu
151bc38b,2024-10-02,Shopify,d7b750,Headphones,1796.8,2,0.07,3342.05,North Macedonia
9a06f289,2024-08-23,eBay,47443a,Laptop,1323.72,3,0.29,2819.52,Croatia
150992c6,2025-01-28,eBay,aab87c,Camera,730.65,3,0.12,1928.92,Saint Pierre and Miquelon
d07f4501,2025-01-27,Amazon,95ef91,Tablet,1934.14,4,0.27,5647.69,Georgia
14a6c936,2024-08-24,Shopify,067b4a,Laptop,1613.16,3,0.07,4500.72,Martinique
052a1b1f,2024-05-11,Shopify,5585c0,Smartwatch,1279.31,1,0.06,1202.55,Albania
fa7126c5,2024-10-07,Shopify,e3a389,Tablet,621.2,1,0.19,503.17,United States Virgin Islands
2794d860,2024-05-07,eBay,67b219,Tablet,778.4,2,0.23,1198.74,Serbia
cfa05bce,2024-06-02,eBay,cb7f05,Smartphone,1356.44,3,0.17,3377.54,Angola
e4d75304,2024-12-07,Shopify,677ab4,Smartwatch,190.36,4,0.07,708.14,Montenegro
ee826ff1,2024-06-09,Shopify,ea40e3,Smartwatch,550.53,1,0.01,545.02,Cape Verde
173ef75b,2024-12-19,Shopify,97fad2,Monitor,1442.11,4,0.19,4672.44,Nepal
5fff7322,2024-08-28,eBay,239636,Tablet,986.04,1,0.04,946.6,Czech Republic
2e885b1e,2025-01-18,Shopify,ab767a,Camera,834.67,1,0.1,751.2,Andorra
853f4ca7,2024-07-18,Shopify,0a186a,Smartwatch,345.34,2,0.2,552.54,Argentina
9a92760c,2024-05-21,Amazon,418f34,Tablet,911.61,3,0.03,2652.79,Azerbaijan
ef40e644,2024-02-09,Amazon,9bdf45,Monitor,1552.85,2,0.04,2981.47,Kiribati
95135348,2024-02-26,eBay,02a2b1,Camera,564.83,3,0.02,1660.6,Saint Martin
44c74ef2,2024-06-10,Shopify,763ec9,Monitor,60.53,4,0.3,169.48,Burundi
764d36a0,2024-04-22,Shopify,81c164,Smartphone,1353.58,3,0.12,3573.45,San Marino
11fce064,2024-08-08,Amazon,d4f440,Camera,1946.62,4,0.27,5684.13,Cuba
1b4f97f2,2024-04-22,eBay,9777a1,Tablet,1233.31,1,0.09,1122.31,Bolivia
07878616,2024-02-10,Amazon,a43761,Smartwatch,283.85,4,0.23,874.26,Swaziland
4b68fd41,2024-11-03,Amazon,06c9af,Smartwatch,675.43,4,0.07,2512.6,Ireland
545028d5,2025-01-07,Amazon,48d12e,Tablet,1741.9,1,0.15,1480.62,Austria
7ab46207,2024-07-11,Amazon,392c87,Tablet,503.51,4,0.25,1510.53,Belarus
ec33276e,2024-03-19,Shopify,48836f,Tablet,1235.01,4,0.24,3754.43,Norway
31a9312c,2024-05-17,Shopify,894b93,Headphones,835.21,1,0.24,634.76,British Virgin Islands
f290021f,2024-12-22,Amazon,1ecaec,Camera,455.3,1,0.25,341.48,Liechtenstein
7894ddf6,2024-07-25,eBay,6e3eb9,Smartwatch,1636.14,1,0.06,1537.97,Seychelles
7fb3e4e2,2025-01-11,eBay,9cd594,Camera,1498.52,3,0.14,3866.18,Greenland
77080a1f,2024-12-03,eBay,1c46f6,Monitor,1340.1,1,0.15,1139.08,Puerto Rico
226d3a6d,2024-10-28,eBay,22009f,Smartwatch,510.86,1,0.27,372.93,Jordan
90e4101b,2024-05-27,Amazon,f0b50c,Headphones,240.82,4,0.09,876.58,Timor-Leste
b0d59e5c,2024-04-13,Shopify,8c6b1b,Tablet,1173.51,2,0.28,1689.85,Israel
c716edd0,2024-10-02,eBay,259767,Smartphone,1129.67,2,0.14,1943.03,Latvia
02d971c8,2024-10-24,Amazon,4e6150,Tablet,417.35,3,0.2,1001.64,Fiji
78654482,2025-01-29,eBay,e9e24b,Tablet,159.68,3,0.08,440.72,Haiti
d90705cd,2024-06-06,eBay,7df170,Headphones,207.38,2,0.12,364.99,Brunei Darussalam
eb8a4a67,2024-10-16,Amazon,e88128,Camera,1985.9,2,0.21,3137.72,Bulgaria
cbfd39d4,2024-12-02,Shopify,0e3734,Smartwatch,1577.99,1,0.15,1341.29,Belgium
1defcd53,2024-09-28,Shopify,b9cd89,Tablet,1847.88,4,0.28,5321.89,Argentina
08c61a66,2024-03-04,Amazon,ca7f82,Smartwatch,430.36,1,0.22,335.68,Swaziland
6792f85e,2024-02-20,Shopify,98a63c,Laptop,1923.11,3,0.17,4788.54,Martinique
f29fb70b,2024-12-09,Amazon,4c193c,Monitor,328.18,2,0.27,479.14,Israel
8b5cb05a,2024-09-19,Amazon,c64d9a,Camera,1042.71,3,0.2,2502.5,Jersey
8d221a9e,2024-12-28,Amazon,7a93e4,Smartwatch,1667.91,1,0.19,1351.01,Tanzania
b401a75b,2024-03-04,Shopify,917914,Smartphone,732.12,3,0.07,2042.61,Guernsey
b0508f60,2024-02-22,Amazon,000b1e,Monitor,878.42,3,0.12,2319.03,Philippines
b9fa74d3,2024-09-25,eBay,e118e1,Smartphone,299.96,4,0.2,959.87,Saudi Arabia
a1c892af,2025-01-25,Shopify,f7242a,Tablet,289.7,3,0.27,634.44,Puerto Rico
ec16846d,2024-11-20,Shopify,671d07,Monitor,1258.16,1,0.09,1144.93,Russian Federation
43294b08,2025-01-06,Shopify,61e644,Smartwatch,1367.29,4,0.06,5141.01,Portugal
213ff053,2024-12-11,Shopify,70d086,Monitor,1565.8,3,0.18,3851.87,Iran
6cd5cc0e,2024-12-29,eBay,996138,Tablet,1135.53,1,0.02,1112.82,Guernsey
f780133e,2024-03-27,Shopify,3b1da9,Headphones,1309.23,2,0.21,2068.58,Congo
0d5fb1d4,2024-05-27,Shopify,6ca004,Camera,76.36,4,0.21,241.3,Burundi
7f00b42b,2024-05-16,Amazon,be6a61,Smartphone,366.23,3,0.11,977.83,Panama
b89d2e98,2024-08-13,Shopify,e2bbee,Tablet,1970.58,3,0.27,4315.57,Zimbabwe
a821776c,2025-01-27,eBay,c5f924,Headphones,198.19,4,0.15,673.85,Latvia
4ab0f3d7,2024-02-09,eBay,8063de,Monitor,1373.64,1,0.19,1112.65,Ghana
a525908b,2024-07-26,eBay,fd532d,Monitor,393.36,3,0.06,1109.28,Namibia
d39649ab,2024-03-18,eBay,62d914,Tablet,1447.6,1,0.13,1259.41,Kyrgyz Republic
27164f8e,2024-05-15,Shopify,540352,Smartwatch,1426.68,4,0.26,4222.97,Norway
789d6324,2024-05-03,Shopify,f1fedf,Monitor,506.69,3,0.06,1428.87,Puerto Rico
d0e7a030,2024-11-09,eBay,cd2ccf,Smartwatch,575.79,2,0.12,1013.39,Congo
1c11ec7d,2024-08-21,eBay,c1811e,Smartwatch,1326.8,2,0.1,2388.24,Malaysia
cf81c1a6,2024-05-22,Shopify,d7d247,Camera,810.67,2,0.05,1540.27,Brazil
af25df1e,2024-09-06,eBay,5eb13a,Smartwatch,429.37,4,0.09,1562.91,Qatar
0d3b2246,2024-08-24,Amazon,ab5271,Laptop,1476.78,3,0.07,4120.22,Nepal
b56101d8,2024-04-12,eBay,03e4df,Camera,350.59,4,0.28,1009.7,Malawi
289b8d76,2024-08-23,eBay,072552,Headphones,1718.51,3,0.22,4021.31,Turkmenistan
c26f1203,2024-06-30,Amazon,02d760,Headphones,1053.61,2,0.09,1917.57,Nicaragua
616c37b8,2024-04-18,Amazon,b35cf2,Monitor,256.12,2,0.23,394.42,Mongolia
dded1aed,2024-11-04,Shopify,f9c13f,Monitor,1403.44,1,0.01,1389.41,Dominican Republic
68ba4cc7,2024-12-04,Shopify,3217a7,Smartwatch,1062.37,4,0.16,3569.56,Denmark
0d55a3df,2024-08-05,Amazon,6247af,Camera,631.21,4,0.08,2322.85,Egypt
2c94783b,2024-12-02,Amazon,193642,Camera,873.95,1,0.03,847.73,Reunion
7900b7a6,2024-12-29,Shopify,3ea96a,Laptop,631.76,2,0.27,922.37,Niger
6177f5d8,2024-12-26,eBay,3ad570,Smartwatch,562.9,2,0.06,1058.25,Panama
10bae9d5,2024-05-18,Amazon,453141,Laptop,369.04,4,0.25,1107.12,Cote d'Ivoire
378735e4,2024-11-11,Shopify,cce6fe,Smartwatch,757.4,3,0.12,1999.54,Greece
4eb7a8a4,2025-02-01,eBay,3b4ad1,Smartphone,539.43,2,0.0,1078.86,Benin
87cf3d83,2024-06-23,Amazon,a340d7,Smartphone,1382.7,1,0.22,1078.51,Northern Mariana Islands
9dc2569a,2024-11-17,eBay,cc9eeb,Tablet,1383.56,1,0.18,1134.52,Somalia
d0b47c6d,2025-01-26,Shopify,16ec71,Smartwatch,1028.59,1,0.1,925.73,Nigeria
c41db8c6,2024-09-20,Amazon,9087dc,Camera,1566.99,4,0.08,5766.52,Qatar
dc950cfb,2025-01-22,eBay,a8acb9,Monitor,1690.61,4,0.02,6627.19,Puerto Rico
2b7b9bb9,2024-10-03,Amazon,4205c3,Headphones,1180.54,4,0.28,3399.96,Finland
b93b0d04,2025-01-07,eBay,1f8b0a,Tablet,1256.92,4,0.15,4273.53,New Zealand
0ddc0c2c,2025-02-01,Shopify,d3132b,Monitor,601.63,1,0.03,583.58,Marshall Islands
f1e8b942,2024-12-14,Shopify,ea2fa3,Smartphone,1794.99,1,0.26,1328.29,Grenada
78aefa03,2024-12-15,Amazon,22bffc,Smartwatch,97.2,4,0.08,357.7,Solomon Islands
132fef30,2024-07-19,eBay,b0565d,Tablet,729.77,4,0.06,2743.94,Kenya
f6a50f33,2024-06-21,Amazon,d8243e,Smartwatch,1457.51,1,0.08,1340.91,Monaco
e7bc9a7d,2024-03-19,Amazon,a5b3af,Smartphone,206.17,4,0.17,684.48,Comoros
16f3f969,2024-07-21,eBay,37525e,Tablet,407.18,4,0.02,1596.15,Canada
80175cbe,2024-09-24,eBay,bf6835,Smartphone,1199.11,4,0.14,4124.94,Oman
fec1df17,2024-11-06,eBay,db9dd5,Laptop,1141.99,4,0.27,3334.61,Greece
08367fa5,2024-03-12,Shopify,bca860,Smartphone,1490.91,2,0.06,2802.91,Rwanda
8d5b523a,2024-02-15,Amazon,c99263,Camera,1634.59,4,0.1,5884.52,Saint Barthelemy
898150a4,2024-11-14,Amazon,87160e,Camera,300.73,1,0.12,264.64,Suriname
b8abc4b9,2024-09-29,Shopify,6f82b1,Smartwatch,85.84,1,0.18,70.39,Tunisia
29b8b44f,2024-03-17,eBay,560cd6,Headphones,1394.8,1,0.28,1004.26,Serbia
70788dd9,2024-06-04,Shopify,8338ea,Smartphone,637.71,1,0.12,561.18,Liechtenstein
cba5d96f,2024-02-13,Shopify,665c1d,Monitor,1270.67,4,0.02,4981.03,Jamaica
71532bb9,2024-03-15,Shopify,e6329d,Camera,343.56,2,0.1,618.41,Ukraine
854ba98c,2024-11-29,Amazon,fdcb99,Headphones,964.63,3,0.06,2720.26,Somalia
5b20c015,2024-04-05,Shopify,d6e66e,Laptop,1033.63,3,0.2,2480.71,Turkmenistan
34a4f38d,2024-10-24,Amazon,fa8d57,Tablet,1190.9,3,0.01,3536.97,Haiti
cf519a7b,2024-08-23,Amazon,31552f,Tablet,1050.68,3,0.09,2868.36,Israel
a278e421,2024-09-30,Amazon,518a1f,Camera,1016.6,1,0.16,853.94,Niger
26cd01ac,2024-07-22,eBay,7c8fac,Headphones,698.83,4,0.08,2571.69,Mozambique
aeae57ef,2024-11-14,Amazon,1f0d7c,Camera,188.8,4,0.17,626.82,Bangladesh
abd1d6d7,2024-04-25,Amazon,069aac,Tablet,224.56,3,0.03,653.47,Finland
218e54f3,2024-02-12,eBay,d55252,Smartphone,895.87,3,0.28,1935.08,Philippines
2cc70bff,2024-02-07,Amazon,823d87,Headphones,743.8,2,0.09,1353.72,Cyprus
5d50fb28,2024-03-26,Shopify,ae3d42,Smartwatch,1056.46,2,0.28,1521.3,Thailand
98f75e47,2024-02-08,Shopify,3cb3c5,Smartphone,644.43,2,0.1,1159.97,Philippines
a08b003d,2025-01-01,Amazon,c05a61,Smartphone,1391.42,1,0.23,1071.39,Dominican Republic
d5a0f1a1,2024-03-12,eBay,2752f0,Smartphone,1734.71,4,0.07,6453.12,Tuvalu
e70979e0,2024-08-02,Shopify,6a58b9,Smartwatch,632.78,1,0.2,506.22,Yemen
400957f4,2024-08-26,eBay,b24ac1,Laptop,426.32,1,0.1,383.69,Iran
a7f09121,2024-12-15,eBay,d6e652,Monitor,276.55,4,0.15,940.27,Slovenia
c3f3fe5d,2024-07-24,Shopify,c9d069,Camera,1251.7,2,0.2,2002.72,Guinea-Bissau
7a841abf,2024-06-11,eBay,ab16c1,Tablet,915.52,4,0.18,3002.91,France
d38a05a4,2025-02-03,Shopify,2b1c90,Camera,416.63,3,0.17,1037.41,Ethiopia
2b7198fa,2025-01-29,eBay,e5e690,Headphones,1323.62,2,0.02,2594.3,Croatia
c88d2bb9,2024-12-22,Shopify,9ab7bb,Laptop,339.54,4,0.07,1263.09,El Salvador
15f7ee78,2024-08-07,Amazon,07bebf,Headphones,1130.89,1,0.17,938.64,Timor-Leste
cf58d241,2024-12-06,Shopify,7ab1a0,Camera,1077.94,4,0.01,4268.64,Botswana
c406f17d,2024-07-25,Shopify,539bc7,Tablet,1481.74,2,0.08,2726.4,Kuwait
f2e0e648,2024-08-16,Shopify,1cfa66,Smartwatch,157.46,3,0.07,439.31,Papua New Guinea
3b82f998,2024-09-11,Shopify,fb5be0,Camera,1781.35,1,0.07,1656.66,Niue
e53cf098,2024-04-24,eBay,684395,Smartphone,1420.83,3,0.16,3580.49,New Caledonia
763080e1,2024-11-24,Amazon,e12b90,Camera,471.45,3,0.17,1173.91,Sierra Leone
8001ac49,2024-12-29,Shopify,0d5590,Smartphone,407.64,1,0.27,297.58,Vietnam
9fa2606f,2024-11-09,eBay,6bb752,Smartwatch,891.74,4,0.12,3138.92,New Caledonia
738b09e2,2024-07-08,Amazon,ec7604,Camera,1644.25,4,0.28,4735.44,Palau
c5240397,2024-11-21,Amazon,031b29,Laptop,1693.75,3,0.2,4065.0,Taiwan
677b878d,2024-12-12,Amazon,6786c3,Laptop,1064.89,4,0.27,3109.48,Australia
73154d42,2024-04-01,Amazon,849bed,Headphones,1728.58,2,0.25,2592.87,Egypt
0ad021af,2024-11-14,Shopify,4d58b3,Smartwatch,60.62,3,0.21,143.67,Sweden
6f2c5ee5,2024-03-29,Shopify,36191c,Laptop,118.59,3,0.11,316.64,Christmas Island
22ae9c54,2024-06-04,eBay,413748,Camera,1828.05,3,0.07,5100.26,Mali
0d007066,2024-10-02,eBay,399670,Smartwatch,1561.9,2,0.07,2905.13,Seychelles
3ec4b73a,2024-11-06,eBay,dd6bf8,Tablet,928.88,3,0.29,1978.51,Mozambique
c539086f,2024-09-15,Amazon,11bcca,Smartphone,1519.54,4,0.29,4315.49,Australia
7ffa5f68,2024-11-27,Amazon,dea417,Camera,1913.5,4,0.22,5970.12,Anguilla
7135c2e0,2024-11-02,Shopify,1ae621,Smartphone,1555.57,4,0.27,4542.26,French Polynesia
668ed23d,2024-12-22,Amazon,823e2e,Smartphone,1692.62,4,0.28,4874.75,British Virgin Islands
5f826d85,2024-03-30,Amazon,9769c4,Smartwatch,1533.18,3,0.15,3909.61,Palau
06ba3b6b,2024-08-24,Amazon,786cac,Smartwatch,378.01,2,0.19,612.38,Equatorial Guinea
3d8ee5a6,2024-03-13,eBay,daa16e,Headphones,1675.47,1,0.13,1457.66,Ukraine
95835aa5,2024-05-16,eBay,932fc4,Smartphone,430.46,4,0.13,1498.0,Switzerland
0af854ed,2024-08-23,Shopify,3697d7,Headphones,1790.59,1,0.01,1772.68,Mexico
066264a4,2024-05-25,Amazon,dc59cf,Smartphone,944.37,1,0.13,821.6,Maldives
7692a75c,2025-01-08,Amazon,e9795c,Headphones,1370.1,3,0.2,3288.24,Denmark
e72e22e5,2024-11-26,Shopify,2c933f,Headphones,1019.62,4,0.13,3548.28,Libyan Arab Jamahiriya
f93e3f28,2024-12-19,Amazon,195a9e,Tablet,233.28,4,0.26,690.51,Finland
37b0f53d,2024-02-09,Amazon,f02a35,Headphones,616.91,4,0.1,2220.88,Mali
b7b24518,2024-09-04,eBay,fb224e,Smartwatch,1968.28,1,0.04,1889.55,Benin
7197035c,2024-08-26,Shopify,2911c2,Headphones,1923.39,4,0.24,5847.11,Afghanistan
efa81ab6,2024-02-22,Shopify,65e0e4,Smartphone,674.95,4,0.2,2159.84,Timor-Leste
d0b688c2,2024-12-25,Shopify,16a1d5,Headphones,1992.78,2,0.07,3706.57,Germany
86954b0b,2024-05-20,Shopify,79c141,Laptop,1698.82,3,0.16,4281.03,Guadeloupe
639a54ad,2024-05-29,eBay,7d0e47,Monitor,1241.37,4,0.12,4369.62,Micronesia
b26c5388,2024-09-06,eBay,0e558f,Smartphone,128.24,4,0.28,369.33,Togo
5d61b228,2024-09-04,Amazon,fe1adf,Laptop,1807.82,3,0.18,4447.24,Kazakhstan
81170187,2024-12-02,Amazon,7ba895,Smartphone,1136.99,3,0.05,3240.42,Ireland
53e60a6b,2024-06-11,Amazon,b90239,Smartwatch,1743.53,1,0.15,1482.0,Chile
05af2e93,2024-03-27,Amazon,c7d876,Monitor,1677.14,1,0.26,1241.08,Belize
c2f7cf06,2024-03-23,eBay,e6d541,Monitor,1674.36,1,0.2,1339.49,Poland
3368b6b6,2024-03-03,Shopify,ec8d65,Smartwatch,1411.44,3,0.25,3175.74,Faroe Islands
915d8da5,2024-11-14,eBay,fe6171,Monitor,618.26,2,0.08,1137.6,Grenada
6ec04e06,2025-01-02,Amazon,f6d904,Smartwatch,705.51,4,0.27,2060.09,Korea
d2ed849e,2024-02-12,eBay,939ccc,Laptop,651.51,3,0.23,1504.99,United States Minor Outlying Islands
420193b5,2024-10-31,Shopify,80a267,Tablet,89.09,2,0.22,138.98,Montserrat
096245d8,2025-01-10,Shopify,fca041,Smartphone,1186.01,3,0.1,3202.23,Nicaragua
d8580db6,2024-03-31,eBay,0ca662,Smartwatch,1412.73,2,0.27,2062.59,Tokelau
b0545b3f,2024-03-01,eBay,df4919,Smartphone,1715.04,3,0.19,4167.55,Netherlands Antilles
38bbfbda,2024-04-01,eBay,8f6dbf,Laptop,323.32,3,0.26,717.77,Papua New Guinea
e70613c6,2025-01-10,Amazon,126e9c,Tablet,1111.16,2,0.11,1977.86,Samoa
8d82ef93,2024-05-08,eBay,573ecf,Laptop,65.62,2,0.04,125.99,Korea
84328008,2024-06-14,eBay,8db8d9,Monitor,235.43,2,0.1,423.77,Belgium
af3138ae,2024-09-24,eBay,6d0f07,Smartphone,155.71,2,0.14,267.82,Tuvalu
ffdde1fe,2024-12-08,Shopify,ebe935,Camera,1464.68,2,0.16,2460.66,Saint Kitts and Nevis
b1a380e8,2024-05-27,Shopify,fe48ec,Tablet,208.07,2,0.15,353.72,Latvia
775ac862,2024-09-18,Amazon,d89515,Monitor,1447.08,2,0.16,2431.09,Martinique
88f04da0,2024-09-13,Amazon,42db74,Tablet,536.77,2,0.25,805.16,Armenia
2d8c47a9,2024-09-01,Shopify,8f7224,Monitor,1761.54,3,0.05,5020.39,Bahrain
8ae7e140,2024-10-02,Shopify,36acf2,Laptop,1635.64,2,0.09,2976.86,Germany
1a5d8546,2024-03-26,Shopify,eb85c0,Smartwatch,1917.77,2,0.27,2799.94,Libyan Arab Jamahiriya
55b0f54e,2024-07-02,eBay,b82541,Smartphone,1773.34,3,0.17,4415.62,Saint Vincent and the Grenadines
7deebe48,2024-08-19,eBay,efec4a,Headphones,1869.99,3,0.18,4600.18,Guernsey
6804d499,2024-08-23,Shopify,9ecab7,Headphones,1724.55,1,0.14,1483.11,Brunei Darussalam
9e3a2ae3,2024-04-12,eBay,bc8bb1,Laptop,1402.09,1,0.16,1177.76,Bermuda
e2e7429a,2024-10-16,eBay,9ecc7a,Smartphone,382.01,2,0.06,718.18,Croatia
a8c66803,2024-06-06,Amazon,435c65,Smartphone,579.83,2,0.16,974.11,Bangladesh
97be58a3,2024-03-22,Shopify,48ce43,Laptop,464.82,1,0.3,325.37,Jamaica
bcef27c5,2024-04-07,Shopify,e2ad67,Smartphone,1226.99,1,0.17,1018.4,French Guiana
0063d4b7,2024-06-08,eBay,57ad18,Smartwatch,1032.06,4,0.01,4086.96,Palau
2fb2daec,2024-07-17,Shopify,38513c,Laptop,1740.81,4,0.24,5292.06,Kyrgyz Republic
8a3a3e0e,2024-04-09,Amazon,e003f8,Smartwatch,1907.71,2,0.12,3357.57,Jersey
d36413dc,2024-04-14,Amazon,b060f1,Smartphone,839.48,4,0.05,3190.02,Paraguay
92fa1169,2024-03-23,Amazon,a8966f,Laptop,1037.38,1,0.26,767.66,Guinea
115c097e,2024-09-06,Shopify,2ca6df,Smartphone,1944.46,2,0.06,3655.58,Oman
12c79466,2025-01-20,Shopify,8c9208,Laptop,588.67,3,0.28,1271.53,Djibouti
8cf33f45,2025-01-12,Shopify,79102d,Smartphone,1595.16,3,0.13,4163.37,Ireland
005c803c,2024-09-29,Shopify,2672d3,Smartwatch,489.22,1,0.22,381.59,Palestinian Territory
ae7a2e52,2024-12-25,Shopify,03c5b8,Camera,1378.85,4,0.16,4632.94,Saint Kitts and Nevis
80d8360b,2024-06-20,Amazon,638479,Smartwatch,544.55,3,0.08,1502.96,Palestinian Territory
9bf2028e,2024-05-21,eBay,90e19d,Smartphone,1773.28,4,0.2,5674.5,Mauritius
9665fb12,2025-01-29,Amazon,b35c13,Laptop,1144.88,3,0.29,2438.59,Maldives
ff45a025,2024-05-23,Shopify,4c8b24,Headphones,412.57,4,0.23,1270.72,Turks and Caicos Islands
d23e579a,2024-07-20,Amazon,8971c5,Smartwatch,487.52,3,0.18,1199.3,France
e33524e4,2024-10-18,Shopify,667f20,Smartwatch,1013.01,3,0.3,2127.32,Qatar
d42e8d9a,2024-06-21,Shopify,fa3559,Monitor,1925.12,2,0.08,3542.22,New Caledonia
7b3ba3a6,2024-04-18,Amazon,2e5ccf,Headphones,1550.8,2,0.02,3039.57,Oman
076ecf67,2024-08-28,Shopify,7a9abf,Smartphone,1002.2,1,0.01,992.18,Bolivia
a35d2c3b,2024-04-19,eBay,562c38,Camera,708.55,3,0.21,1679.26,Gambia
bfef906f,2024-02-23,Shopify,b5e2c9,Laptop,1121.07,4,0.25,3363.21,Norway
c97dd4d9,2024-12-09,eBay,aa6421,Monitor,1509.3,3,0.19,3667.6,British Virgin Islands
17aae58b,2024-08-31,eBay,78f642,Smartphone,1578.66,4,0.27,4609.69,Singapore
e3bd4a87,2024-09-21,Shopify,2dd3d2,Tablet,682.99,4,0.21,2158.25,Singapore
32d20d12,2025-01-24,Amazon,52989d,Camera,1456.26,3,0.11,3888.21,Czech Republic
5fca9e2e,2024-09-30,eBay,502086,Smartwatch,1332.69,4,0.05,5064.22,Syrian Arab Republic
9ba5d6f3,2025-01-27,Amazon,12add3,Tablet,1920.27,1,0.28,1382.59,Gambia
d13a06ba,2024-04-30,eBay,ca351b,Smartwatch,1865.63,2,0.03,3619.32,Vanuatu
0c36dbd2,2024-07-20,Shopify,33433b,Smartwatch,1589.29,4,0.16,5340.01,Vietnam
a82f8130,2024-06-01,Shopify,014eaf,Tablet,1460.62,3,0.09,3987.49,Ghana
cca36fac,2024-02-22,eBay,a88426,Camera,584.38,2,0.08,1075.26,Hong Kong
7ddb184c,2024-06-15,Shopify,af540c,Tablet,1699.63,1,0.19,1376.7,Dominica
4cc384e1,2024-02-26,eBay,e33952,Smartphone,883.64,4,0.07,3287.14,Estonia
4f2b159b,2024-05-15,Shopify,b67290,Monitor,580.87,4,0.27,1696.14,Maldives
40e118fd,2025-02-03,Amazon,741284,Monitor,799.11,2,0.12,1406.43,Sierra Leone
c9422718,2024-12-28,Shopify,53a8f8,Tablet,1680.07,4,0.2,5376.22,American Samoa
359eb3dc,2024-02-06,Amazon,989054,Smartphone,339.83,3,0.22,795.2,Azerbaijan
116e5921,2024-06-25,Shopify,cfc503,Monitor,939.51,2,0.2,1503.22,Hungary
2dc31189,2024-12-09,Amazon,078900,Smartphone,1010.1,2,0.27,1474.75,Slovakia (Slovak Republic)
e97f2c79,2024-05-02,Shopify,b6d383,Smartphone,121.43,4,0.07,451.72,Nepal
6935000f,2024-03-14,Amazon,03efd5,Smartwatch,431.7,1,0.03,418.75,Mozambique
a8f3c8ee,2024-04-03,eBay,369586,Monitor,1662.15,1,0.02,1628.91,Morocco
d68a730f,2024-09-18,eBay,3e5a32,Monitor,1670.0,1,0.26,1235.8,Saint Helena
b221e2f5,2024-06-06,Amazon,df26a2,Smartwatch,620.21,1,0.29,440.35,Guam
97b32600,2025-01-06,Shopify,63e846,Tablet,1756.05,2,0.09,3196.01,Saint Lucia
8bd5c978,2024-08-19,Amazon,73e4f1,Smartwatch,1554.98,2,0.21,2456.87,Central African Republic
83dc5f27,2024-07-18,Shopify,0b058f,Monitor,864.92,4,0.0,3459.68,South Africa
e1e66bd9,2024-11-07,eBay,f6f8e0,Monitor,1509.39,1,0.06,1418.83,Macao
fe987859,2024-11-03,Shopify,cd790a,Camera,1924.6,1,0.21,1520.43,Belize
bc798ae8,2025-01-21,eBay,fb18a5,Tablet,944.99,4,0.02,3704.36,Puerto Rico
6fcef831,2024-05-04,Shopify,11e24e,Smartwatch,514.93,4,0.14,1771.36,Gabon
40da5ae0,2025-01-15,Shopify,7dbf94,Laptop,1886.54,4,0.2,6036.93,New Caledonia
81f2bae2,2024-03-18,Shopify,020c8a,Laptop,1227.3,3,0.23,2835.06,Belize
03cce41c,2024-10-20,Amazon,d876de,Tablet,255.27,4,0.14,878.13,Cameroon
4b5152b4,2024-04-27,Amazon,0ebcf7,Smartwatch,1166.73,4,0.19,3780.21,China
195756d5,2024-05-13,eBay,b0c273,Smartwatch,1026.13,3,0.16,2585.85,Heard Island and McDonald Islands
2531d5f2,2024-08-11,eBay,65edd8,Smartphone,1718.4,1,0.02,1684.03,Christmas Island
